order_id,order_timestamp,sku_id,picker_id,travel_distance_m,movement_timestamp,time_diff,velocity
ORD-BBCBFF,2024-08-05 18:25:52,SKU-10300,PICKER-07,27.72,2024-08-05 18:27:52,0.0,inf
ORD-C24CD7,2024-08-05 19:45:05,SKU-10040,PICKER-07,29.96,2024-08-05 19:47:05,0.0,inf
ORD-39461A,2024-08-06 17:14:57,SKU-10104,PICKER-07,26.7,2024-08-06 17:16:57,0.0,inf
ORD-D96409,2024-08-06 21:14:59,SKU-10233,PICKER-07,16.14,2024-08-06 21:16:59,0.0,inf
ORD-F9B902,2024-08-08 20:25:02,SKU-10320,PICKER-07,26.95,2024-08-08 20:27:02,0.0,inf
ORD-37BC2F,2024-08-08 22:22:22,SKU-10093,PICKER-07,29.88,2024-08-08 22:24:22,0.0,inf
ORD-C203D8,2024-08-10 20:41:17,SKU-10748,PICKER-07,13.25,2024-08-10 20:43:17,0.0,inf
ORD-B1A59B,2024-08-10 21:42:03,SKU-10604,PICKER-07,18.34,2024-08-10 21:44:03,0.0,inf
ORD-C86A7E,2024-08-11 19:58:39,SKU-10707,PICKER-07,7.5,2024-08-11 20:00:39,0.0,inf
ORD-496E05,2024-08-17 20:24:21,SKU-10108,PICKER-07,25.99,2024-08-17 20:26:21,0.0,inf
ORD-9C838D,2024-08-20 20:43:39,SKU-10640,PICKER-07,24.42,2024-08-20 20:45:39,0.0,inf
ORD-502E4A,2024-08-22 19:02:59,SKU-10731,PICKER-07,16.97,2024-08-22 19:04:59,0.0,inf
ORD-138BB0,2024-08-22 19:09:36,SKU-10310,PICKER-07,28.04,2024-08-22 19:11:36,0.0,inf
ORD-357A6F,2024-08-22 23:44:55,SKU-10652,PICKER-07,17.22,2024-08-22 23:46:55,0.0,inf
ORD-918890,2024-08-23 21:33:05,SKU-10546,PICKER-07,22.1,2024-08-23 21:35:05,0.0,inf
ORD-6EA2EF,2024-08-25 20:38:57,SKU-10172,PICKER-07,20.48,2024-08-25 20:40:57,0.0,inf
ORD-94F6D7,2024-08-25 22:12:29,SKU-10471,PICKER-07,26.83,2024-08-25 22:14:29,0.0,inf
ORD-C203D8,2024-08-26 19:07:06,SKU-10757,PICKER-07,9.43,2024-08-26 19:09:06,0.0,inf
ORD-FAA9AF,2024-08-27 20:04:34,SKU-10073,PICKER-07,8.56,2024-08-27 20:06:34,0.0,inf
ORD-3C7781,2024-08-27 20:09:57,SKU-10604,PICKER-07,18.25,2024-08-27 20:11:57,0.0,inf
ORD-8D3BBA,2024-08-27 22:14:49,SKU-10556,PICKER-07,24.26,2024-08-27 22:16:49,0.0,inf
ORD-FAA9AF,2024-08-29 21:08:41,SKU-10764,PICKER-07,24.91,2024-08-29 21:10:41,0.0,inf
ORD-B3967A,2024-08-29 21:23:08,SKU-10263,PICKER-07,22.1,2024-08-29 21:25:08,0.0,inf
ORD-819F46,2024-09-01 19:52:03,SKU-10294,PICKER-07,7.88,2024-09-01 19:54:03,0.0,inf
ORD-189977,2024-09-01 22:11:22,SKU-10622,PICKER-07,20.14,2024-09-01 22:13:22,0.0,inf
ORD-1BE3BC,2024-09-02 19:55:36,SKU-10573,PICKER-07,5.12,2024-09-02 19:57:36,1.0,5.12
ORD-598B3E,2024-09-03 19:37:02,SKU-10007,PICKER-07,8.62,2024-09-03 19:39:02,0.0,inf
ORD-15DE21,2024-09-03 21:31:54,SKU-10024,PICKER-07,9.73,2024-09-03 21:33:54,0.0,inf
ORD-9DFCD5,2024-09-03 21:58:28,SKU-10151,PICKER-07,8.01,2024-09-03 22:00:28,0.0,inf
ORD-BBF94B,2024-09-04 18:22:16,SKU-10213,PICKER-07,5.36,2024-09-04 18:24:16,0.0,inf
ORD-C52F1B,2024-09-04 21:14:46,SKU-10635,PICKER-07,6.93,2024-09-04 21:16:46,0.0,inf
ORD-2421FC,2024-09-04 21:37:37,SKU-10697,PICKER-07,29.07,2024-09-04 21:39:37,0.0,inf
ORD-A02FFD,2024-09-05 17:36:11,SKU-10561,PICKER-07,15.4,2024-09-05 17:38:11,0.0,inf
ORD-63923F,2024-09-07 20:03:18,SKU-10743,PICKER-07,22.3,2024-09-07 20:05:18,0.0,inf
ORD-577BCC,2024-09-07 20:16:10,SKU-10435,PICKER-07,20.38,2024-09-07 20:18:10,0.0,inf
ORD-D947BF,2024-09-07 22:15:33,SKU-10248,PICKER-07,10.61,2024-09-07 22:17:33,0.0,inf
ORD-D96409,2024-09-08 20:13:43,SKU-10329,PICKER-07,15.29,2024-09-08 20:15:43,0.0,inf
ORD-8D7D8E,2024-09-13 19:51:22,SKU-10266,PICKER-07,20.08,2024-09-13 19:53:22,0.0,inf
ORD-087408,2024-09-14 19:34:54,SKU-10337,PICKER-07,15.9,2024-09-14 19:36:54,0.0,inf
ORD-821FA7,2024-09-18 15:01:25,SKU-10345,PICKER-07,28.35,2024-09-18 15:03:25,0.0,inf
ORD-C042F4,2024-09-20 18:31:42,SKU-10712,PICKER-07,29.01,2024-09-20 18:33:42,0.0,inf
ORD-0C74B7,2024-09-20 19:50:47,SKU-10214,PICKER-07,15.17,2024-09-20 19:52:47,0.0,inf
ORD-2B8A61,2024-09-21 16:43:23,SKU-10289,PICKER-07,26.39,2024-09-21 16:45:23,0.0,inf
ORD-CEE631,2024-09-21 19:10:04,SKU-10270,PICKER-07,19.78,2024-09-21 19:12:04,3.0,6.593333333333334
ORD-CD0069,2024-09-22 21:19:17,SKU-10342,PICKER-07,19.83,2024-09-22 21:21:17,0.0,inf
ORD-11B984,2024-09-23 22:45:21,SKU-10628,PICKER-07,9.18,2024-09-23 22:47:21,0.0,inf
ORD-3FE94A,2024-09-25 18:55:33,SKU-10412,PICKER-07,15.62,2024-09-25 18:57:33,0.0,inf
ORD-0584CE,2024-09-25 21:48:15,SKU-10588,PICKER-07,9.13,2024-09-25 21:50:15,0.0,inf
ORD-598B3E,2024-09-26 18:51:43,SKU-10025,PICKER-07,11.56,2024-09-26 18:53:43,0.0,inf
ORD-4734BA,2024-09-26 20:37:47,SKU-10010,PICKER-07,17.1,2024-09-26 20:39:47,0.0,inf
ORD-8E98D8,2024-09-27 21:14:35,SKU-10055,PICKER-07,26.86,2024-09-27 21:16:35,0.0,inf
ORD-F2FC99,2024-09-28 20:46:14,SKU-10475,PICKER-07,9.2,2024-09-28 20:48:14,0.0,inf
ORD-5A4B25,2024-09-28 22:03:52,SKU-10651,PICKER-07,25.71,2024-09-28 22:05:52,2.0,12.855
ORD-550A14,2024-09-29 17:31:47,SKU-10716,PICKER-07,21.56,2024-09-29 17:33:47,0.0,inf
ORD-D39577,2024-09-30 22:39:26,SKU-10533,PICKER-07,5.03,2024-09-30 22:41:26,0.0,inf
ORD-C6E19E,2024-10-01 19:37:30,SKU-10536,PICKER-07,21.55,2024-10-01 19:39:30,0.0,inf
ORD-DD4585,2024-10-01 20:29:11,SKU-10516,PICKER-07,12.7,2024-10-01 20:31:11,0.0,inf
ORD-2050E0,2024-10-02 19:45:39,SKU-10694,PICKER-07,8.14,2024-10-02 19:47:39,0.0,inf
ORD-75FC09,2024-10-02 21:26:09,SKU-10627,PICKER-07,26.0,2024-10-02 21:28:09,0.0,inf
ORD-A66658,2024-10-03 22:06:47,SKU-10609,PICKER-07,13.56,2024-10-03 22:08:47,0.0,inf
ORD-8E98D8,2024-10-04 19:43:04,SKU-10200,PICKER-07,22.33,2024-10-04 19:45:04,0.0,inf
ORD-EBA0DC,2024-10-05 18:51:26,SKU-10271,PICKER-07,15.0,2024-10-05 18:53:26,0.0,inf
ORD-66808E,2024-10-05 21:43:01,SKU-10202,PICKER-07,14.91,2024-10-05 21:45:01,0.0,inf
ORD-352FE2,2024-10-07 18:39:54,SKU-10013,PICKER-07,18.77,2024-10-07 18:41:54,0.0,inf
ORD-FB7B9F,2024-10-08 19:06:44,SKU-10161,PICKER-07,21.58,2024-10-08 19:08:44,0.0,inf
ORD-AB817C,2024-10-08 20:57:02,SKU-10344,PICKER-07,19.35,2024-10-08 20:59:02,0.0,inf
ORD-E3796A,2024-10-08 21:29:43,SKU-10628,PICKER-07,12.63,2024-10-08 21:31:43,0.0,inf
ORD-816B11,2024-10-10 18:04:13,SKU-10447,PICKER-07,18.81,2024-10-10 18:06:13,0.0,inf
ORD-17D63B,2024-10-13 19:26:59,SKU-10330,PICKER-07,27.38,2024-10-13 19:28:59,0.0,inf
ORD-8E98D8,2024-10-13 23:52:17,SKU-10149,PICKER-07,24.38,2024-10-13 23:54:17,0.0,inf
ORD-8E98D8,2024-10-13 23:52:17,SKU-10229,PICKER-07,27.98,2024-10-13 23:54:17,0.0,inf
ORD-E2230B,2024-10-19 20:03:48,SKU-10159,PICKER-07,6.16,2024-10-19 20:05:48,0.0,inf
ORD-B83AAC,2024-10-19 22:19:25,SKU-10512,PICKER-07,23.23,2024-10-19 22:21:25,0.0,inf
ORD-C058F5,2024-10-20 17:59:51,SKU-10183,PICKER-07,13.34,2024-10-20 18:01:51,0.0,inf
ORD-3FE94A,2024-10-21 18:59:04,SKU-10603,PICKER-07,12.96,2024-10-21 19:01:04,0.0,inf
ORD-E836D8,2024-10-21 21:39:38,SKU-10069,PICKER-07,18.82,2024-10-21 21:41:38,0.0,inf
ORD-950A41,2024-10-22 15:53:58,SKU-10099,PICKER-07,23.14,2024-10-22 15:55:58,0.0,inf
ORD-AA942A,2024-10-22 19:43:05,SKU-10335,PICKER-07,22.31,2024-10-22 19:45:05,0.0,inf
ORD-8EFB10,2024-10-23 19:21:00,SKU-10698,PICKER-07,24.25,2024-10-23 19:23:00,0.0,inf
ORD-250CF8,2024-10-23 20:35:41,SKU-10589,PICKER-07,6.78,2024-10-23 20:37:41,0.0,inf
ORD-250CF8,2024-10-23 20:35:41,SKU-10119,PICKER-07,24.74,2024-10-23 20:37:41,0.0,inf
ORD-C3E878,2024-10-24 19:06:25,SKU-10440,PICKER-07,7.86,2024-10-24 19:08:25,0.0,inf
ORD-1A5B1E,2024-10-24 20:19:29,SKU-10210,PICKER-07,15.53,2024-10-24 20:21:29,0.0,inf
ORD-39461A,2024-10-24 20:34:17,SKU-10394,PICKER-07,9.41,2024-10-24 20:36:17,0.0,inf
ORD-39461A,2024-10-26 20:10:14,SKU-10132,PICKER-07,17.94,2024-10-26 20:12:14,3.0,5.98
ORD-FE73F6,2024-10-29 20:52:56,SKU-10097,PICKER-07,14.01,2024-10-29 20:54:56,0.0,inf
ORD-C203D8,2024-10-30 19:13:55,SKU-10652,PICKER-07,22.98,2024-10-30 19:15:55,0.0,inf
ORD-5A4B25,2024-10-30 21:50:06,SKU-10528,PICKER-07,12.26,2024-10-30 21:52:06,0.0,inf
ORD-A66658,2024-11-02 18:51:45,SKU-10163,PICKER-07,5.78,2024-11-02 18:53:45,1.0,5.78
ORD-1068C6,2024-11-02 20:32:04,SKU-10255,PICKER-07,8.99,2024-11-02 20:34:04,0.0,inf
ORD-0FF803,2024-11-02 21:55:23,SKU-10331,PICKER-07,14.54,2024-11-02 21:57:23,0.0,inf
ORD-CEE631,2024-11-03 20:15:25,SKU-10708,PICKER-07,26.47,2024-11-03 20:17:25,0.0,inf
ORD-816B11,2024-11-04 19:52:29,SKU-10509,PICKER-07,23.88,2024-11-04 19:54:29,0.0,inf
ORD-9DE6D1,2024-11-09 17:35:47,SKU-10351,PICKER-07,9.53,2024-11-09 17:37:47,0.0,inf
ORD-7EACB5,2024-11-09 18:59:48,SKU-10735,PICKER-07,9.37,2024-11-09 19:01:48,0.0,inf
ORD-9AD6AA,2024-11-10 19:09:15,SKU-10460,PICKER-07,16.34,2024-11-10 19:11:15,0.0,inf
ORD-F4F6DC,2024-11-11 19:55:05,SKU-10759,PICKER-07,17.95,2024-11-11 19:57:05,0.0,inf
ORD-877A9B,2024-11-11 20:48:37,SKU-10607,PICKER-07,29.06,2024-11-11 20:50:37,0.0,inf
ORD-0DEB1C,2024-11-13 19:10:33,SKU-10307,PICKER-07,29.64,2024-11-13 19:12:33,0.0,inf
ORD-D1F255,2024-11-13 21:05:13,SKU-10751,PICKER-07,17.52,2024-11-13 21:07:13,0.0,inf
ORD-E7B24B,2024-11-14 19:24:31,SKU-10611,PICKER-07,25.02,2024-11-14 19:26:31,0.0,inf
ORD-9B70E8,2024-11-14 20:16:40,SKU-10074,PICKER-07,23.02,2024-11-14 20:18:40,0.0,inf
ORD-6ECBDD,2024-11-16 21:12:02,SKU-10066,PICKER-07,20.35,2024-11-16 21:14:02,0.0,inf
ORD-41AE36,2024-11-20 20:17:47,SKU-10338,PICKER-07,9.86,2024-11-20 20:19:47,1.0,9.86
ORD-41AE36,2024-11-20 20:17:47,SKU-10184,PICKER-07,12.42,2024-11-20 20:19:47,0.0,inf
ORD-CF004F,2024-11-20 21:06:08,SKU-10644,PICKER-07,12.23,2024-11-20 21:08:08,0.0,inf
ORD-B83AAC,2024-11-21 19:20:02,SKU-10357,PICKER-07,11.99,2024-11-21 19:22:02,0.0,inf
ORD-B83AAC,2024-11-21 19:20:02,SKU-10075,PICKER-07,22.64,2024-11-21 19:22:02,0.0,inf
ORD-9BE40C,2024-11-22 22:00:42,SKU-10062,PICKER-07,17.15,2024-11-22 22:02:42,0.0,inf
ORD-C203D8,2024-11-23 22:10:40,SKU-10251,PICKER-07,17.12,2024-11-23 22:12:40,0.0,inf
ORD-350510,2024-11-24 19:14:09,SKU-10213,PICKER-07,15.96,2024-11-24 19:16:09,0.0,inf
ORD-74071A,2024-11-24 20:27:29,SKU-10166,PICKER-07,25.56,2024-11-24 20:29:29,0.0,inf
ORD-B534BA,2024-11-29 18:14:00,SKU-10522,PICKER-07,27.32,2024-11-29 18:16:00,0.0,inf
ORD-DC912A,2024-11-29 18:58:35,SKU-10156,PICKER-07,21.09,2024-11-29 19:00:35,0.0,inf
ORD-CF004F,2024-11-29 20:06:41,SKU-10662,PICKER-07,24.5,2024-11-29 20:08:41,0.0,inf
ORD-004114,2024-11-30 18:51:33,SKU-10212,PICKER-07,28.26,2024-11-30 18:53:33,0.0,inf
ORD-F4F6DC,2024-11-30 18:52:21,SKU-10385,PICKER-07,20.5,2024-11-30 18:54:21,0.0,inf
ORD-D709F3,2024-11-30 20:25:48,SKU-10758,PICKER-07,11.07,2024-11-30 20:27:48,0.0,inf
ORD-49AE49,2024-12-02 17:49:18,SKU-10455,PICKER-07,17.1,2024-12-02 17:51:18,0.0,inf
ORD-154384,2024-12-02 19:36:13,SKU-10583,PICKER-07,5.65,2024-12-02 19:38:13,0.0,inf
ORD-CCB1D4,2024-12-03 18:26:19,SKU-10494,PICKER-07,28.48,2024-12-03 18:28:19,0.0,inf
ORD-F76A89,2024-12-03 21:09:17,SKU-10144,PICKER-07,28.7,2024-12-03 21:11:17,0.0,inf
ORD-AA942A,2024-12-06 19:18:12,SKU-10194,PICKER-07,7.5,2024-12-06 19:20:12,0.0,inf
ORD-C5FF25,2024-12-07 21:58:13,SKU-10232,PICKER-07,26.29,2024-12-07 22:00:13,0.0,inf
ORD-D64A34,2024-12-08 20:01:09,SKU-10307,PICKER-07,16.5,2024-12-08 20:03:09,0.0,inf
ORD-F76A89,2024-12-08 20:40:16,SKU-10414,PICKER-07,12.2,2024-12-08 20:42:16,0.0,inf
ORD-D7A728,2024-12-08 21:57:48,SKU-10659,PICKER-07,21.16,2024-12-08 21:59:48,0.0,inf
ORD-07563A,2024-12-09 21:05:37,SKU-10361,PICKER-07,22.05,2024-12-09 21:07:37,0.0,inf
ORD-F8C1F2,2024-12-10 16:40:26,SKU-10498,PICKER-07,18.36,2024-12-10 16:42:26,0.0,inf
ORD-F61D69,2024-12-11 17:14:17,SKU-10569,PICKER-07,23.38,2024-12-11 17:16:17,0.0,inf
ORD-0FCBC6,2024-12-13 20:14:21,SKU-10328,PICKER-07,14.1,2024-12-13 20:16:21,0.0,inf
ORD-01F78B,2024-12-13 20:34:22,SKU-10214,PICKER-07,15.09,2024-12-13 20:36:22,0.0,inf
ORD-250CF8,2024-12-14 20:21:27,SKU-10166,PICKER-07,18.77,2024-12-14 20:23:27,0.0,inf
ORD-15DE21,2024-12-16 17:16:37,SKU-10590,PICKER-07,21.43,2024-12-16 17:18:37,0.0,inf
ORD-E44FEA,2024-12-16 19:31:59,SKU-10733,PICKER-07,20.49,2024-12-16 19:33:59,0.0,inf
ORD-EBA0DC,2024-12-18 20:55:52,SKU-10100,PICKER-07,9.76,2024-12-18 20:57:52,0.0,inf
ORD-FF4D5F,2024-12-19 18:01:14,SKU-10202,PICKER-07,9.07,2024-12-19 18:03:14,0.0,inf
ORD-2F5570,2024-12-20 20:28:42,SKU-10370,PICKER-07,20.96,2024-12-20 20:30:42,0.0,inf
ORD-25DDC0,2024-12-23 20:02:25,SKU-10296,PICKER-07,20.21,2024-12-23 20:04:25,0.0,inf
ORD-C41000,2024-12-23 20:28:11,SKU-10158,PICKER-07,14.07,2024-12-23 20:30:11,0.0,inf
ORD-C41000,2024-12-24 18:11:25,SKU-10301,PICKER-07,28.38,2024-12-24 18:13:25,0.0,inf
ORD-49AE49,2024-12-24 19:33:45,SKU-10475,PICKER-07,20.33,2024-12-24 19:35:45,0.0,inf
ORD-EBD962,2024-12-24 19:55:27,SKU-10629,PICKER-07,19.95,2024-12-24 19:57:27,3.0,6.6499999999999995
ORD-9B70E8,2024-12-25 17:09:28,SKU-10754,PICKER-07,26.52,2024-12-25 17:11:28,0.0,inf
ORD-FAA9AF,2024-12-26 19:05:12,SKU-10426,PICKER-07,13.85,2024-12-26 19:07:12,0.0,inf
ORD-37F0E8,2024-12-27 21:30:08,SKU-10179,PICKER-07,17.14,2024-12-27 21:32:08,0.0,inf
ORD-05049E,2024-12-28 19:35:20,SKU-10391,PICKER-07,25.25,2024-12-28 19:37:20,1.0,25.25
ORD-2D6CC4,2024-12-28 22:06:41,SKU-10063,PICKER-07,26.03,2024-12-28 22:08:41,0.0,inf
ORD-FF4D5F,2024-12-29 18:46:59,SKU-10216,PICKER-07,8.79,2024-12-29 18:48:59,0.0,inf
ORD-66808E,2024-12-29 18:57:51,SKU-10724,PICKER-07,25.12,2024-12-29 18:59:51,0.0,inf
ORD-41AE36,2024-12-29 21:16:43,SKU-10280,PICKER-07,28.36,2024-12-29 21:18:43,0.0,inf
ORD-E5F6AD,2024-12-29 23:17:32,SKU-10786,PICKER-07,29.25,2024-12-29 23:19:32,0.0,inf
ORD-019D38,2025-01-02 19:55:31,SKU-10565,PICKER-07,26.58,2025-01-02 19:57:31,5.0,5.316
ORD-019D38,2025-01-02 19:55:31,SKU-10167,PICKER-07,20.94,2025-01-02 19:57:31,0.0,inf
ORD-019D38,2025-01-02 19:55:31,SKU-10037,PICKER-07,22.89,2025-01-02 19:57:31,0.0,inf
ORD-185C29,2025-01-03 16:28:09,SKU-10213,PICKER-07,11.02,2025-01-03 16:30:09,0.0,inf
ORD-F76A89,2025-01-04 22:38:57,SKU-10642,PICKER-07,20.15,2025-01-04 22:40:57,0.0,inf
ORD-ED265B,2025-01-06 18:11:56,SKU-10135,PICKER-07,25.95,2025-01-06 18:13:56,0.0,inf
ORD-FFD52F,2025-01-06 19:18:40,SKU-10750,PICKER-07,6.92,2025-01-06 19:20:40,0.0,inf
ORD-2F5570,2025-01-07 18:30:17,SKU-10318,PICKER-07,9.0,2025-01-07 18:32:17,0.0,inf
ORD-663682,2025-01-08 19:03:20,SKU-10185,PICKER-07,9.4,2025-01-08 19:05:20,0.0,inf
ORD-DF877F,2025-01-09 19:27:59,SKU-10559,PICKER-07,13.35,2025-01-09 19:29:59,0.0,inf
ORD-E8C065,2025-01-10 17:25:36,SKU-10281,PICKER-07,12.84,2025-01-10 17:27:36,0.0,inf
ORD-18D804,2025-01-11 19:49:29,SKU-10604,PICKER-07,11.97,2025-01-11 19:51:29,0.0,inf
ORD-98B297,2025-01-11 20:27:21,SKU-10099,PICKER-07,14.72,2025-01-11 20:29:21,0.0,inf
ORD-189977,2025-01-11 21:20:17,SKU-10615,PICKER-07,5.83,2025-01-11 21:22:17,0.0,inf
ORD-6ACA97,2025-01-12 20:35:59,SKU-10705,PICKER-07,16.8,2025-01-12 20:37:59,0.0,inf
ORD-4E4B5F,2025-01-14 20:19:33,SKU-10123,PICKER-07,12.08,2025-01-14 20:21:33,0.0,inf
ORD-428FCA,2025-01-15 17:16:39,SKU-10748,PICKER-07,14.95,2025-01-15 17:18:39,0.0,inf
ORD-0FCBC6,2025-01-15 18:16:43,SKU-10003,PICKER-07,11.89,2025-01-15 18:18:43,0.0,inf
ORD-A7AEED,2025-01-16 18:42:32,SKU-10210,PICKER-07,15.13,2025-01-16 18:44:32,0.0,inf
ORD-9431C8,2025-01-16 20:52:48,SKU-10724,PICKER-07,13.37,2025-01-16 20:54:48,0.0,inf
ORD-BEED13,2025-01-17 18:03:00,SKU-10545,PICKER-07,6.52,2025-01-17 18:05:00,1.0,6.52
ORD-4F6FFE,2025-01-17 23:19:27,SKU-10790,PICKER-07,9.45,2025-01-17 23:21:27,0.0,inf
ORD-7FE1F8,2025-01-18 20:37:12,SKU-10174,PICKER-07,9.06,2025-01-18 20:39:12,0.0,inf
ORD-6ACA97,2025-01-19 19:59:01,SKU-10637,PICKER-07,21.49,2025-01-19 20:01:01,0.0,inf
ORD-85422A,2025-01-19 21:40:04,SKU-10586,PICKER-07,18.74,2025-01-19 21:42:04,0.0,inf
ORD-F3F27A,2025-01-20 17:29:39,SKU-10346,PICKER-07,23.42,2025-01-20 17:31:39,0.0,inf
ORD-EBD962,2025-01-23 20:02:05,SKU-10727,PICKER-07,29.98,2025-01-23 20:04:05,0.0,inf
ORD-0353AB,2025-01-24 20:09:10,SKU-10383,PICKER-07,11.34,2025-01-24 20:11:10,1.0,11.34
ORD-D7A728,2025-01-25 22:48:55,SKU-10757,PICKER-07,12.69,2025-01-25 22:50:55,0.0,inf
ORD-45645A,2025-01-26 19:17:22,SKU-10599,PICKER-07,18.6,2025-01-26 19:19:22,0.0,inf
ORD-1068C6,2025-01-27 21:21:05,SKU-10347,PICKER-07,16.32,2025-01-27 21:23:05,0.0,inf
ORD-FAA9AF,2025-01-28 18:13:25,SKU-10035,PICKER-07,19.09,2025-01-28 18:15:25,0.0,inf
ORD-B6F047,2025-01-28 21:48:13,SKU-10612,PICKER-07,20.06,2025-01-28 21:50:13,0.0,inf
ORD-18D804,2025-01-29 20:45:45,SKU-10013,PICKER-07,8.73,2025-01-29 20:47:45,0.0,inf
ORD-663682,2025-01-30 18:49:35,SKU-10255,PICKER-07,5.57,2025-01-30 18:51:35,0.0,inf
ORD-218A0A,2025-01-31 20:03:27,SKU-10397,PICKER-07,7.19,2025-01-31 20:05:27,0.0,inf
ORD-854D9F,2025-02-02 20:52:49,SKU-10715,PICKER-07,23.77,2025-02-02 20:54:49,0.0,inf
ORD-63538F,2025-02-03 18:57:49,SKU-10097,PICKER-07,20.96,2025-02-03 18:59:49,0.0,inf
ORD-74071A,2025-02-03 19:21:27,SKU-10650,PICKER-07,10.61,2025-02-03 19:23:27,0.0,inf
ORD-548731,2025-02-03 20:20:03,SKU-10109,PICKER-07,17.61,2025-02-03 20:22:03,2.0,8.805
ORD-C203D8,2025-02-05 20:23:26,SKU-10096,PICKER-07,17.06,2025-02-05 20:25:26,0.0,inf
ORD-B534BA,2025-02-05 20:36:17,SKU-10020,PICKER-07,27.26,2025-02-05 20:38:17,0.0,inf
ORD-D07E70,2025-02-06 20:01:35,SKU-10367,PICKER-07,24.98,2025-02-06 20:03:35,0.0,inf
ORD-5EA164,2025-02-07 21:04:10,SKU-10497,PICKER-07,11.72,2025-02-07 21:06:10,0.0,inf
ORD-CBCB58,2025-02-08 18:33:18,SKU-10297,PICKER-07,29.8,2025-02-08 18:35:18,0.0,inf
ORD-F4F6DC,2025-02-09 20:48:33,SKU-10415,PICKER-07,29.95,2025-02-09 20:50:33,3.0,9.983333333333333
ORD-DD4585,2025-02-10 21:46:57,SKU-10358,PICKER-07,28.54,2025-02-10 21:48:57,0.0,inf
ORD-8FE009,2025-02-11 21:27:00,SKU-10598,PICKER-07,11.0,2025-02-11 21:29:00,0.0,inf
ORD-4FFCE0,2025-02-15 16:10:59,SKU-10625,PICKER-07,18.0,2025-02-15 16:12:59,0.0,inf
ORD-3435C3,2025-02-15 22:46:21,SKU-10084,PICKER-07,7.65,2025-02-15 22:48:21,0.0,inf
ORD-08C543,2025-02-16 16:30:35,SKU-10076,PICKER-07,27.19,2025-02-16 16:32:35,0.0,inf
ORD-A76088,2025-02-16 19:11:31,SKU-10038,PICKER-07,21.05,2025-02-16 19:13:31,0.0,inf
ORD-A516A8,2025-02-16 20:55:16,SKU-10385,PICKER-07,27.85,2025-02-16 20:57:16,5.0,5.57
ORD-D7A728,2025-02-17 22:18:19,SKU-10304,PICKER-07,29.95,2025-02-17 22:20:19,0.0,inf
ORD-2BB232,2025-02-18 17:35:05,SKU-10096,PICKER-07,27.42,2025-02-18 17:37:05,0.0,inf
ORD-019D38,2025-02-21 19:28:55,SKU-10729,PICKER-07,18.85,2025-02-21 19:30:55,0.0,inf
ORD-D61E4B,2025-02-24 22:31:37,SKU-10670,PICKER-07,6.93,2025-02-24 22:33:37,0.0,inf
ORD-A76088,2025-02-25 19:01:08,SKU-10129,PICKER-07,7.99,2025-02-25 19:03:08,0.0,inf
ORD-C361BC,2025-03-01 18:38:36,SKU-10528,PICKER-07,7.03,2025-03-01 18:40:36,0.0,inf
ORD-58AE74,2025-03-01 19:34:40,SKU-10311,PICKER-07,26.43,2025-03-01 19:36:40,0.0,inf
ORD-B534BA,2025-03-01 19:56:24,SKU-10132,PICKER-07,16.64,2025-03-01 19:58:24,0.0,inf
ORD-C9892A,2025-03-02 23:35:09,SKU-10187,PICKER-07,13.79,2025-03-02 23:37:09,0.0,inf
ORD-B534BA,2025-03-05 17:09:56,SKU-10789,PICKER-07,27.55,2025-03-05 17:11:56,0.0,inf
ORD-F770B6,2025-03-05 18:43:12,SKU-10201,PICKER-07,25.99,2025-03-05 18:45:12,0.0,inf
ORD-996A7F,2025-03-05 19:48:19,SKU-10574,PICKER-07,6.76,2025-03-05 19:50:19,0.0,inf
ORD-D07E70,2025-03-05 20:18:23,SKU-10207,PICKER-07,12.33,2025-03-05 20:20:23,0.0,inf
ORD-7380AD,2025-03-06 18:29:02,SKU-10033,PICKER-07,26.3,2025-03-06 18:31:02,0.0,inf
ORD-E8C065,2025-03-07 19:56:25,SKU-10351,PICKER-07,25.89,2025-03-07 19:58:25,0.0,inf
ORD-53FDE9,2025-03-07 20:28:56,SKU-10478,PICKER-07,28.14,2025-03-07 20:30:56,0.0,inf
ORD-33E807,2025-03-08 21:26:22,SKU-10244,PICKER-07,6.31,2025-03-08 21:28:22,0.0,inf
ORD-30EF30,2025-03-09 19:24:14,SKU-10222,PICKER-07,23.88,2025-03-09 19:26:14,0.0,inf
ORD-291597,2025-03-09 22:04:38,SKU-10645,PICKER-07,28.61,2025-03-09 22:06:38,0.0,inf
ORD-CBCB58,2025-03-11 18:10:47,SKU-10085,PICKER-07,15.51,2025-03-11 18:12:47,0.0,inf
ORD-DBE272,2025-03-13 21:57:04,SKU-10044,PICKER-07,5.53,2025-03-13 21:59:04,0.0,inf
ORD-428FCA,2025-03-14 19:11:28,SKU-10015,PICKER-07,12.02,2025-03-14 19:13:28,0.0,inf
ORD-D07E70,2025-03-15 19:44:17,SKU-10376,PICKER-07,14.78,2025-03-15 19:46:17,0.0,inf
ORD-1BE3BC,2025-03-15 20:56:28,SKU-10044,PICKER-07,24.65,2025-03-15 20:58:28,4.0,6.1625
ORD-FAE0B2,2025-03-16 17:03:45,SKU-10594,PICKER-07,20.52,2025-03-16 17:05:45,0.0,inf
ORD-E6B4B2,2025-03-16 18:31:10,SKU-10212,PICKER-07,28.99,2025-03-16 18:33:10,0.0,inf
